File Version;BWSpec 3.24u_57
Date;2020-10-05 17:47:23
title;LNR
model;BTC112
c code;LNR
operator;
port1;0
baud1;3
pixel_start;0
pixel_end;2047
step;1
units;1
bkcolor;16777215
show_mode;0
data_mode;0
pixel_mode;0
intigration times;5000
average number;1
time_multiply;1
spectrometer_type ;14
yaxis;0
yaxis_min;0
yaxis_max;40000
xaxis;0
xaxis_min;1135
xaxis_max;1210
irrands_DispWLMin;100
irrands_DispWLMax;1000
yaxis_min_6;0
yaxis_max_6;65535
irradiance_unit;2
coefs_a0;56.4727032153169
coefs_a1;0.527519096310243
coefs_a2;-4.78162174181729E-5
coefs_a3;-2.53245126997529E-9
coefs_b0;-128.921959967585
coefs_b1;2.06327521902494
coefs_b2;-0.000259814230350486
coefs_b3;6.61070614724896E-7
all_data_save;1
select_option;-1
interval_time;50
pixel_num;2048
sel_pixel_start;0
sel_pixel_end;2047
sel_pixel_delta;1
dark_compensate;0
dark_compensate_value_1;0
dark_compensate_value_2;0
dark_compensate_value_3;0
monitor pixel_0;0
monitor pixel_1;0
monitor pixel_2;0
monitor pixel_3;0
monitor pixel_4;0
monitor pixel_5;0
vertical_select_flag;0
vertical_line3;697
vertical_line4;697
vertical_line3_wv;450
vertical_line4_wv;450
vertical_line_flag;0
vertical_line_ratio;0
laser_wavelength;0
overlay_js;0
Relative Intensity Correction Flag;0
Pixel;Wavelength;Wavenumber;Raman Shift;Dark;Reference;Raw data #1;Dark Subtracted #1;%TR #1;Absorbance #1;Raw data #2;Dark Subtracted #2;%TR #2;Absorbance #2;Raw data #3;Dark Subtracted #3;%TR #3;Absorbance #3;Lamp FitCurve;Irradiance Ratio;Irradiance_1(uW/cm^2/nm);Irradiance_2(uW/cm^2/nm);Irradiance_3(uW/cm^2/nm)
11;   ;   ;   ;0.0000;65535.0000;1030.0000;1030.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
12;   ;   ;   ;0.0000;65535.0000;955.0000;955.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
13;   ;   ;   ;0.0000;65535.0000;1010.0000;1010.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
14;   ;   ;   ;0.0000;65535.0000;909.0000;909.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
15;   ;   ;   ;0.0000;65535.0000;1074.0000;1074.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
16;   ;   ;   ;0.0000;65535.0000;3619.0000;3619.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
17;   ;   ;   ;0.0000;65535.0000;1252.0000;1252.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
18;   ;   ;   ;0.0000;65535.0000;1084.0000;1084.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
19;   ;   ;   ;0.0000;65535.0000;1190.0000;1190.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
20;   ;   ;   ;0.0000;65535.0000;1269.0000;1269.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
21;   ;   ;   ;0.0000;65535.0000;1222.0000;1222.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
22;   ;   ;   ;0.0000;65535.0000;1174.0000;1174.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
23;   ;   ;   ;0.0000;65535.0000;1080.0000;1080.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
24;   ;   ;   ;0.0000;65535.0000;1060.0000;1060.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
25;   ;   ;   ;0.0000;65535.0000;1157.0000;1157.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
26;   ;   ;   ;0.0000;65535.0000;1079.0000;1079.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
27;   ;   ;   ;0.0000;65535.0000;1132.0000;1132.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
28;   ;   ;   ;0.0000;65535.0000;1063.0000;1063.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
29;   ;   ;   ;0.0000;65535.0000;1060.0000;1060.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
30;   ;   ;   ;0.0000;65535.0000;1228.0000;1228.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
31;   ;   ;   ;0.0000;65535.0000;1129.0000;1129.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
32;   ;   ;   ;0.0000;65535.0000;1264.0000;1264.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
33;   ;   ;   ;0.0000;65535.0000;1127.0000;1127.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
34;   ;   ;   ;0.0000;65535.0000;1833.0000;1833.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
35;   ;   ;   ;0.0000;65535.0000;1316.0000;1316.0000;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
36;75.40;132624;-132624;0.0000;65535.0000;1097.0000;1097.0000;1.6739;1.7763E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
37;75.93;131708;-131708;0.0000;65535.0000;1178.0000;1178.0000;1.7975;1.7453E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
38;76.45;130806;-130806;0.0000;65535.0000;1172.0000;1172.0000;1.7884;1.7475E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
39;76.97;129916;-129916;0.0000;65535.0000;1140.0000;1140.0000;1.7395;1.7596E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
40;77.50;129038;-129038;0.0000;65535.0000;1095.0000;1095.0000;1.6709;1.7771E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
41;78.02;128172;-128172;0.0000;65535.0000;1077.0000;1077.0000;1.6434;1.7843E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
42;78.54;127317;-127317;0.0000;65535.0000;1536.0000;1536.0000;2.3438;1.6301E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
43;79.07;126474;-126474;0.0000;65535.0000;1198.0000;1198.0000;1.8280;1.7380E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
44;79.59;125643;-125643;0.0000;65535.0000;1340.0000;1340.0000;2.0447;1.6894E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
45;80.11;124822;-124822;0.0000;65535.0000;1078.0000;1078.0000;1.6449;1.7839E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
46;80.64;124012;-124012;0.0000;65535.0000;1310.0000;1310.0000;1.9989;1.6992E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
47;81.16;123213;-123213;0.0000;65535.0000;1103.0000;1103.0000;1.6831;1.7739E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
48;81.68;122424;-122424;0.0000;65535.0000;1162.0000;1162.0000;1.7731;1.7513E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
49;82.21;121646;-121646;0.0000;65535.0000;1317.0000;1317.0000;2.0096;1.6969E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
50;82.73;120877;-120877;0.0000;65535.0000;1322.0000;1322.0000;2.0172;1.6952E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
51;83.25;120118;-120118;0.0000;65535.0000;1143.0000;1143.0000;1.7441;1.7584E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
52;83.77;119369;-119369;0.0000;65535.0000;1170.0000;1170.0000;1.7853;1.7483E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
53;84.30;118629;-118629;0.0000;65535.0000;1117.0000;1117.0000;1.7044;1.7684E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
54;84.82;117898;-117898;0.0000;65535.0000;1111.0000;1111.0000;1.6953;1.7708E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
55;85.34;117177;-117177;0.0000;65535.0000;2260.0000;2260.0000;3.4485;1.4624E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
56;85.86;116464;-116464;0.0000;65535.0000;1457.0000;1457.0000;2.2232;1.6530E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
57;86.39;115760;-115760;0.0000;65535.0000;1235.0000;1235.0000;1.8845;1.7248E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
58;86.91;115065;-115065;0.0000;65535.0000;2127.0000;2127.0000;3.2456;1.4887E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
59;87.43;114378;-114378;0.0000;65535.0000;1388.0000;1388.0000;2.1180;1.6741E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
60;87.95;113699;-113699;0.0000;65535.0000;2128.0000;2128.0000;3.2471;1.4885E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
61;88.47;113029;-113029;0.0000;65535.0000;1228.0000;1228.0000;1.8738;1.7273E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
62;88.99;112367;-112367;0.0000;65535.0000;1062.0000;1062.0000;1.6205;1.7903E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
63;89.52;111712;-111712;0.0000;65535.0000;1090.0000;1090.0000;1.6632;1.7790E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
64;90.04;111065;-111065;0.0000;65535.0000;1084.0000;1084.0000;1.6541;1.7814E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
65;90.56;110426;-110426;0.0000;65535.0000;1637.0000;1637.0000;2.4979;1.6024E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
66;91.08;109794;-109794;0.0000;65535.0000;1231.0000;1231.0000;1.8784;1.7262E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
67;91.60;109169;-109169;0.0000;65535.0000;1127.0000;1127.0000;1.7197;1.7645E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
68;92.12;108552;-108552;0.0000;65535.0000;1295.0000;1295.0000;1.9760;1.7042E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
69;92.64;107941;-107941;0.0000;65535.0000;1174.0000;1174.0000;1.7914;1.7468E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
70;93.16;107338;-107338;0.0000;65535.0000;1137.0000;1137.0000;1.7350;1.7607E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
71;93.68;106741;-106741;0.0000;65535.0000;1039.0000;1039.0000;1.5854;1.7999E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
72;94.21;106151;-106151;0.0000;65535.0000;2250.0000;2250.0000;3.4333;1.4643E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
73;94.73;105568;-105568;0.0000;65535.0000;1178.0000;1178.0000;1.7975;1.7453E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
74;95.25;104991;-104991;0.0000;65535.0000;1081.0000;1081.0000;1.6495;1.7826E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
75;95.77;104421;-104421;0.0000;65535.0000;1430.0000;1430.0000;2.1820;1.6611E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
76;96.29;103856;-103856;0.0000;65535.0000;1117.0000;1117.0000;1.7044;1.7684E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
77;96.81;103298;-103298;0.0000;65535.0000;1367.0000;1367.0000;2.0859;1.6807E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
78;97.33;102746;-102746;0.0000;65535.0000;1552.0000;1552.0000;2.3682;1.6256E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
79;97.85;102200;-102200;0.0000;65535.0000;1104.0000;1104.0000;1.6846;1.7735E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
80;98.37;101660;-101660;0.0000;65535.0000;1349.0000;1349.0000;2.0584;1.6865E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
81;98.89;101126;-101126;0.0000;65535.0000;1975.0000;1975.0000;3.0137;1.5209E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
82;99.41;100597;-100597;0.0000;65535.0000;1302.0000;1302.0000;1.9867;1.7019E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
83;99.93;100074;-100074;0.0000;65535.0000;1124.0000;1124.0000;1.7151;1.7657E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
84;100.45;99557;-99557;0.0000;65535.0000;1253.0000;1253.0000;1.9120;1.7185E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
85;100.96;99044;-99044;0.0000;65535.0000;1183.0000;1183.0000;1.8051;1.7435E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
86;101.48;98538;-98538;0.0000;65535.0000;1210.0000;1210.0000;1.8463;1.7337E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
87;102.00;98036;-98036;0.0000;65535.0000;1166.0000;1166.0000;1.7792;1.7498E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
88;102.52;97540;-97540;0.0000;65535.0000;1080.0000;1080.0000;1.6480;1.7830E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
89;103.04;97048;-97048;0.0000;65535.0000;1332.0000;1332.0000;2.0325;1.6920E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
90;103.56;96562;-96562;0.0000;65535.0000;1247.0000;1247.0000;1.9028;1.7206E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
91;104.08;96081;-96081;0.0000;65535.0000;1081.0000;1081.0000;1.6495;1.7826E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
92;104.60;95604;-95604;0.0000;65535.0000;1531.0000;1531.0000;2.3362;1.6315E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
93;105.12;95133;-95133;0.0000;65535.0000;1092.0000;1092.0000;1.6663;1.7783E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
94;105.63;94666;-94666;0.0000;65535.0000;1343.0000;1343.0000;2.0493;1.6884E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
95;106.15;94203;-94203;0.0000;65535.0000;1100.0000;1100.0000;1.6785;1.7751E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
96;106.67;93746;-93746;0.0000;65535.0000;1222.0000;1222.0000;1.8647;1.7294E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
97;107.19;93292;-93292;0.0000;65535.0000;1236.0000;1236.0000;1.8860;1.7245E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
98;107.71;92844;-92844;0.0000;65535.0000;1212.0000;1212.0000;1.8494;1.7330E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
99;108.23;92399;-92399;0.0000;65535.0000;1241.0000;1241.0000;1.8936;1.7227E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
100;108.74;91959;-91959;0.0000;65535.0000;1011.0000;1011.0000;1.5427;1.8117E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
101;109.26;91523;-91523;0.0000;65535.0000;1457.0000;1457.0000;2.2232;1.6530E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
102;109.78;91092;-91092;0.0000;65535.0000;1694.0000;1694.0000;2.5849;1.5876E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
103;110.30;90664;-90664;0.0000;65535.0000;1268.0000;1268.0000;1.9348;1.7134E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
104;110.81;90241;-90241;0.0000;65535.0000;1171.0000;1171.0000;1.7868;1.7479E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
105;111.33;89821;-89821;0.0000;65535.0000;1166.0000;1166.0000;1.7792;1.7498E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
106;111.85;89406;-89406;0.0000;65535.0000;1073.0000;1073.0000;1.6373;1.7859E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
107;112.37;88994;-88994;0.0000;65535.0000;1219.0000;1219.0000;1.8601;1.7305E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
108;112.88;88587;-88587;0.0000;65535.0000;1145.0000;1145.0000;1.7472;1.7577E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
109;113.40;88183;-88183;0.0000;65535.0000;1175.0000;1175.0000;1.7929;1.7464E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
110;113.92;87783;-87783;0.0000;65535.0000;1215.0000;1215.0000;1.8540;1.7319E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
111;114.43;87386;-87386;0.0000;65535.0000;1348.0000;1348.0000;2.0569;1.6868E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
112;114.95;86993;-86993;0.0000;65535.0000;1278.0000;1278.0000;1.9501;1.7099E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
113;115.47;86604;-86604;0.0000;65535.0000;1205.0000;1205.0000;1.8387;1.7355E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
114;115.98;86218;-86218;0.0000;65535.0000;1212.0000;1212.0000;1.8494;1.7330E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
115;116.50;85836;-85836;0.0000;65535.0000;1205.0000;1205.0000;1.8387;1.7355E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
116;117.02;85457;-85457;0.0000;65535.0000;1579.0000;1579.0000;2.4094;1.6181E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
117;117.53;85082;-85082;0.0000;65535.0000;1321.0000;1321.0000;2.0157;1.6956E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
118;118.05;84710;-84710;0.0000;65535.0000;1234.0000;1234.0000;1.8830;1.7252E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
119;118.57;84341;-84341;0.0000;65535.0000;1106.0000;1106.0000;1.6876;1.7727E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
120;119.08;83976;-83976;0.0000;65535.0000;1090.0000;1090.0000;1.6632;1.7790E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
121;119.60;83613;-83613;0.0000;65535.0000;1170.0000;1170.0000;1.7853;1.7483E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
122;120.11;83254;-83254;0.0000;65535.0000;1060.0000;1060.0000;1.6175;1.7912E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
123;120.63;82899;-82899;0.0000;65535.0000;2610.0000;2610.0000;3.9826;1.3998E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
124;121.15;82546;-82546;0.0000;65535.0000;1227.0000;1227.0000;1.8723;1.7276E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
125;121.66;82196;-82196;0.0000;65535.0000;1740.0000;1740.0000;2.6551;1.5759E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
126;122.18;81849;-81849;0.0000;65535.0000;1376.0000;1376.0000;2.0996;1.6779E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
127;122.69;81505;-81505;0.0000;65535.0000;1193.0000;1193.0000;1.8204;1.7398E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
128;123.21;81165;-81165;0.0000;65535.0000;1355.0000;1355.0000;2.0676;1.6845E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
129;123.72;80827;-80827;0.0000;65535.0000;2192.0000;2192.0000;3.3448;1.4756E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
130;124.24;80492;-80492;0.0000;65535.0000;1293.0000;1293.0000;1.9730;1.7049E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
131;124.75;80159;-80159;0.0000;65535.0000;1322.0000;1322.0000;2.0172;1.6952E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
132;125.27;79830;-79830;0.0000;65535.0000;1230.0000;1230.0000;1.8769;1.7266E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
133;125.78;79503;-79503;0.0000;65535.0000;1281.0000;1281.0000;1.9547;1.7089E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
134;126.30;79179;-79179;0.0000;65535.0000;1052.0000;1052.0000;1.6052;1.7945E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
135;126.81;78858;-78858;0.0000;65535.0000;1307.0000;1307.0000;1.9944;1.7002E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
136;127.32;78539;-78539;0.0000;65535.0000;1044.0000;1044.0000;1.5930;1.7978E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
137;127.84;78223;-78223;0.0000;65535.0000;1613.0000;1613.0000;2.4613;1.6088E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
138;128.35;77910;-77910;0.0000;65535.0000;1150.0000;1150.0000;1.7548;1.7558E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
139;128.87;77599;-77599;0.0000;65535.0000;1023.0000;1023.0000;1.5610;1.8066E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
140;129.38;77291;-77291;0.0000;65535.0000;1029.0000;1029.0000;1.5702;1.8041E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
141;129.90;76985;-76985;0.0000;65535.0000;1054.0000;1054.0000;1.6083;1.7936E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
142;130.41;76682;-76682;0.0000;65535.0000;1186.0000;1186.0000;1.8097;1.7424E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
143;130.92;76381;-76381;0.0000;65535.0000;1079.0000;1079.0000;1.6464;1.7835E+00;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ; 
